Id,Organization,Type,Region,Location,Latitude,Longitude,Focus,Category,Year,Mission,Key_persons,Key_words,Contact_address,Contact_site,Contact_phone,Contact_fax,Contact_email,Active
29,"

Max Planck Institute for the History of Science (MPIWG)",Research Centers & Networks,Europe,Germany,52.44578837,13.27750978,History of Science,Solutions & Politics,1994,"The Institute’s research projects span all eras of human history, as well as all cultures north, south, east, and west. The Institute’s projects canvass an array of scientific areas, ranging from the origins of continuity systems in Mesopotamia to present-day neuroscience, Renaissance natural history, and the origins of quantum mechanics.

The Institute's researchers explore the changing meaning of fundamental scientific concepts (for example number, force, heredity, space) as well as how cultural developments shape fundamental scientific practices (for example argument, proof, experiment, classification). They examine how bodies of knowledge originally devised to address specific local problems became universalized.

The work of the Institute's scholars forms the basis of a theoretically oriented history of science which considers scientific thinking from a variety of methodological and interdisciplinary perspectives. The Institute draws on the reflective potential of the history of science to address current challenges in scientific scholarship.","Jürgen Renn (Director)
Etienne Benson (Director)
Dagmar Schäfer (Director)","History, culture, interdisciplinary, cultural history, natural history, political ecology, agriculture, biology, biodiversity, conservation, soil, alchemy, astronomy, epistemologies, animal models, Anthropocene, architecture, planetary era, geoanthropology, climate crisis, synthetic biology, astrobiology, Human-Earth-System","Max Planck Institute for the History of Science,
Boltzmannstrasse 22,
14195 Berlin, Germany
",https://www.mpiwg-berlin.mpg.de/,"""+49 30 22667 0""",,,Active
30,Earth System Governance - Utrecht University,Research Centers & Networks,Europe,The Netherlands,52.08853118,5.167477488,"Earth System Governance
Planetary Justice ",Earth System Science,2008,"Earth System Governance — a global research alliance, is the largest social science research network in the area of governance and global environmental change. The Earth System Governance research alliance takes up the challenge of exploring political solutions and novel, more effective governance mechanisms to cope with the current transitions in the biogeochemical systems of the planet. The normative context of this research is sustainable development; earth system governance is not only a question of institutional effectiveness, but also of political legitimacy and social justice.","Agni Kalfagianni (Scientific Steering Committee)
James Meadowcroft (Scientific Steering Committee)
Cristina Yumie Aoki Inoue (Scientific Steering Committee)
Atsushi Ishii (Scientific Steering Committee)
Louis J. Kotzé (Scientific Steering Committee)
Sarah Burch (Scientific Steering Committee)
Aarti Gupta (Scientific Steering Committee)
Jonathan Pickering (Scientific Steering Committee)
D.G. Webster (Scientific Steering Committee)
Steffen Bauer (Scientific Steering Committee)
Chukwumerije (Chuks) Okereke (Scientific Steering Committee)
James Patterson (Scientific Steering Committee)","Planetary, Earth System, governance, justice, interdisciplinary, Earth System Law, ocean governance, anticipatory governance, Sustainable Development Goals, sustainability, climate governance, biodiversity, biogeochemical, democracy, representation, Carbon, digitalization, Artificial Intelligence, politics","Utrecht University,
Faculty of Geosciences,
Princetonlaan 8a,
3584 CB Utrecht, The Netherlands
",https://www.earthsystemgovernance.activedevelopment.nl/,,,ipo@earthsystemgovernance.org,Active
31,Committee on Planetary Health Advisory Report at Royal Netherlands Academy of Arts and Sciences (KNAW),Research Centers & Networks,Europe,The Netherlands,52.37134891,4.899570572,Planetary Health,Habitability & Hospitability,2021,"For an integrated approach to planetary health, knowledge is needed from the medical and health sciences, from natural science disciplines such as biology and geology and from the behavioural and social sciences, to gain insight into the economic drivers of environmental change, into behavioral change and into governance issues. The humanities are needed for historical and ethical aspects, for example.

The aim of this exploration is to create productive links between the disciplines involved and their knowledge agendas and to ensure that the need for sustainability is reflected better – or even better – in the research priorities.

The committee will carry out an exploration of the scientific knowledge that is needed in the field of planetary health and will identify priorities for knowledge development in the Netherlands. ","Johan Mackenbach (Chair)
Vera Araujo-Soares
Lisa Becking
Frank Biermann
Tatiana Filatova
Ron Fouchier
Louise Fresco
Pim Martens
Jan Luiten van Zanden","Planetary, health, natural science, biology, geology, governance, history, sustainability, interdisciplinary, biophysical, Anthropocene, pandemic,  ","Royal Netherlands Academy of Arts and Sciences (KNAW),
Het Trippenhuis
Kloveniersburgwal 29,
1011 JV Amsterdam, The Netherlands",https://www.knaw.nl/en/publications/planetary-health,"""020 551 0700""",,knaw@knaw.nl,Active
32,Club of Rome,Organizations & Associations,Europe,Switzerland,47.4977137,8.724359737,Planetary Thinking,Solutions & Politics,1970,"
The mission of The Club of Rome is to apply holistic, interdisciplinary and long-term thinking to ensure broader societal and planetary wellbeing; to move towards more equitable economic, financial, and socio-political models; ensure an inclusive human dimension to all systems change; and to emerge from emergency. This will be achieved though the five impact hubs: Emerging New Civilisations; Planetary Emergency; Reframing Economics; Rethinking Finance; and Youth Leadership and Intergenerational Dialogues.","Sandrine Dixson-Declève (Co-President)
Mamphela Ramphele (Co-President)
Carlos Alvarez Pereira (Vice President)","Planetary, emergencies, interdisciplinary, socio-political, civilisations, economics, finance, youth leadership, intergenerational, indigenous, evolutionary, biology, empowerment, biosphere, decolonisation, energy, transition, ecosystems, sustainability, climate, psychology, climate protests   ","Club of Rome Secretariat,
Lagerhausstrasse 9,
8400 Winterthur
Canton Zurich,
Switzerland
",https://www.clubofrome.org/,"""+41 52 244 0808""",,,Active
33,Stockholm Reslilience Centre - Stockholm University,Research Centers & Networks,Europe,Sweden,59.35487166,18.05497217,Sustainability Science,Solutions & Politics,2007,"Our vision is a thriving and resilient biosphere that enables well-being for all.

Our mission is to
 - Advance the scientific understanding of the complex, dynamic interactions of people and nature in the biosphere
 - Train the next generation of sustainability researchers and leaders
 - Engage in collaborations with change agents.

Our vision and mission are accompanied by a set of underlying principles, as well as a collection of values and practices that guide the work culture:

 - People and nature are deeply intertwined, co-evolve, and behave as complex adaptive systems
 - Many patterns, processes and dynamics of the Anthropocene are novel and must be better understood
 - Biosphere stewardship can enable transformation towards resilient, sustainable, and just futures","Carl Folke (Chair)
Line Gordon (Director)
Victor Galaz (Deputy Director)","Planetary, sustainability, biosphere, Anthropocene, transformation, interdisciplinary, resilience, climate change, policymaking, politics, pluralism, social-ecological, regime shift, food systems, planetary boundaries, land-system change, biogeochemical, governance","Stockholm Resilience Centre,
Stockholm University,
SE-106 91,
Sweden
",https://www.stockholmresilience.org/,"""+46 8 674 70 70""",,info@stockholmresilience.su.se,Active
34,International Institute for Applied Systems Analysis (IIASA),Research Centers & Networks,Europe,Austria,48.06840221,16.35804884,Sustainability Science,Solutions & Politics,1972,"Through its research programs and initiatives, the institute conducts policy-oriented research into issues that are too large or complex to be solved by a single country or academic discipline. This includes pressing concerns that affect the future of all of humanity, such as climate change, energy security, population aging, and sustainable development. ","Albert van Jaarsveld (Director General)
Wolfgang Lutz (Interim Deputy Director General for Science)
Christiane Pohn-Hufnagl (Chief Operations Officer)

Elena Rovenskaya (Program Director and Principal Research Scholar Advancing Systems Analysis (ASA) Program)
Yoshihide Wada (Program Director and Principal Research Scholar Biodiversity and Natural Resources (BNR) Program)
Michael Kuhn (Program Director and Principal Research Scholar Economic Frontiers (EF) Program)
Keywan Riahi (Program Director and Principal Research Scholar Energy, Climate, and Environment (ECE) Program)
Anne Goujon (Program Director and Principal Research Scholar Population and Just Societies (POPJUS) Program)
Steffen Fritz (Program Director and Principal Research Scholar Strategic Initiatives (SI) Program)","Sustainable, justice, climate change, energy security, resources, models, interdisciplinary, systems analysis, biodiversity, migration","International Institute for Applied Systems Analysis (IIASA),
Schlossplatz 1,
A-2361 Laxenburg,
Austria
",https://iiasa.ac.at/,(+43 2236) 807 0,,info@iiasa.ac.at,Active
35,Homeland Earth' Campaign - Austrian Study Centre for Peace and Conflict Resolution (ASPR),Research Centers & Networks,Europe,Austria,47.32278495,16.27980385,Planetary Thinking,Solutions & Politics,2021,"What we need is a worldwide public opinion that represents a planetary awareness and is strong enough to influence the policies of states and international bodies in this direction. This sense of belonging to our Homeland Earth is not in contradiction to local and national particularities and affiliations. However, we must also develop the awareness that we are citizens of Homeland Earth and act accordingly. This is the idea of our international campaign ""Homeland Earth"".",Silvia Polster (Campaign Coordinator),"Planetary, awareness, campaign, Earth, globalisation, polycrisis, pandemic, Homeland Earth","Austrian Study Centre for Peace and Conflict Resolution,
Rochusplatz 1,
Burg Schlaining A-7461 Stadtschlaining, Austria
",https://www.aspr.ac.at/en/education-training/aspr-campaigns/homeland-earth#/,"""+43 3355 2498 506""",,ipt@aspr.ac.at,Active
36,Vienna Anthropocene Network - University of Vienna,Research Centers & Networks,Europe,Austria,48.21337881,16.35985013,Planetary Thinking,Solutions & Politics,2019,"The Anthropocene presents challenges to all academic fields. As a new geochronological epoch it redefines the human relationship to the planet in ecological terms with consequences that are also historical, social, and ethical. Bringing together the humanities and the sciences, our network comprises scholars from geology, geography, the life sciences, history, philosophy, political science, literary and cultural studies, STS, anthropology and a range of area studies. Drawing on this broad interdisciplinary base, we will explore the new perspectives on nature, culture, society, and technology that the Anthropocene urgently solicits. We furthermore aim to convey an understanding of the significance of the Anthropocene to a wider audience of policy makers, teachers, journalists and the public at large.","Eva Horn (Head)
Michael Wagreich (Deputy Head)","Planetary, Anthropocene, geochronological, geology, history, philosophy, anthropology, politics, culture, literature, technology, ecology, marine, interdisciplinary, stratigraphy, climate, crisis, ecocritical, biodiversity, poetry","University of Vienna,
Universitätsring 1,
1010 Vienna, Austria
",https://anthropocene.univie.ac.at/,"""+43 1 4277 42291""",,contact.anthropocene-network@univie.ac.at,Active
37,ARIES (Anthropological Research into the Imaginaries and Exploration of Space) Project,Research Centers & Networks,Europe,Poland,50,19.873066,"Planetary Ethnography
Space Anthropology",Earth System Science,2020,"The ethnographic methods we will use consist in getting involved in the societies that will be studied and gaining knowledge through observation and interviews from the inside. Planetary ethnography, covering many locations and social groups on Earth in a single study, has never been done before in the field of space exploration.","Anna Szolucha
Chakad Ojani
Karlijn Korpershoek
Peter Timko","Planetary, ethnography, anthropology, space exploration, multiplanetary, New Space, climate change","Cracow, Małopolskie, 30-252,
Poland",https://aries-project.com/ ,,,,Active
38,THE LANCET Planetary Health,Research Centers & Networks,Europe,UK,51.51775983,-0.093807881,Planetary Boundaries,Habitability & Hospitability,2016,"The Lancet Planetary Health is the pre-eminent journal for enquiry into sustainable human civilisations in the Anthropocene. We particularly favour work that contributes to our understanding of, and transition into, a safe and just space for humanity, respecting planetary boundaries and the social and economic foundations of a healthy life. We are interested in all important aspects of societal development and its interaction with the environment including the drivers of change, the implications of those changes for people and society, and practical policies and interventions for a healthier planetary future.","Alastair Brown (Editor-in-Chief)
John Carson (Chief Editor)
Haoyu Wang (Senior Editor)","Planetary health, Anthropocene, climate change, sustainability, planetary boundaries","The Lancet Group,
125 London Wall,
London, EC2Y 5AS, United Kingdom
",https://www.thelancet.com/journals/lanplh/home,,,"Alastair.Brown@lancet.com
j.carson@lancet.com
h.wang2@lancet.com",Active
39,Leverhulme Centre for Anthropocene Biodiversity,Research Centers & Networks,Europe,UK,53.94625111,-1.051765255,Earth System,Earth System Science,2019,"Human-caused changes to the world’s physical and biological processes are so great that we increasingly think of the Earth as having entered a new geological epoch, the Anthropocene. This disruption has already resulted in the extermination of many species. However, the Anthropocene is also a time of biological gains.

These gains are often ignored, and usually disliked, typically represented as evidence that the Earth system has moved away from a more desirable state of nature, located somewhere in the historical past.

The Leverhulme Centre for Anthropocene Biodiversity redresses this imbalance, recognising biological gains as well as losses, and changes that are beneficial to humans as well as ones that are harmful.

We bring together researchers to understand the neglected societal and biological processes that underpin biodiversity gains, and the consequences of those gains, and thus aim to inform and influence society’s response to these changes.","Chris Thomas (Director)
Kate Pickett (Associate Director)
Mark Jenner (Associate Director)","Anthropocene, biodiversity, climate change, Earth system, cultural imaginaries, interdisciplinary, urban ecology, biotechnology","University of York,
York
YO10 5DD,
United Kingdom",https://www.york.ac.uk/anthropocene-biodiversity/,"""+44 (0) 1904 328646""",,lcab-enquiries@york.ac.uk,Active
40,"Planetary Wellbeing Inititative - Pompeu Fabra University, Barcelona",Research Centers & Networks,Europe,Spain,41.38078796,2.179564628,Planetary Wellbeing,Habitability & Hospitability,2018,"UPF’s Planetary Wellbeing project is based on four premises:

1. Human health and wellbeing, animal welfare and civilisation itself depend on the planet’s natural systems.
2. The challenges and threats we face today are complex, changing and increasingly unpredictable, and the need to address them is more urgent than ever.
3. We need to make a qualitative leap in our knowledge and understanding of the issues, as well as in global governance and collective decision-making, in order to find and implement effective solutions. This leap can only be made by embracing a new approach that enables us to work integratively, drawing on the various disciplines of our current knowledge.
4. These solutions exist; finding them is not an impossible challenge.

Based on this vision, the university has made a firm commitment to contribute to this planetary goal by blurring the boundaries between disciplines, departments and units. The initiative aims to create internal spaces for scientific and teaching cooperation in the university’s various fields of work, to encourage new research aimed at advancing some of the main lines of Planetary Wellbeing, and to provide new students and researchers with more inter- and transdisciplinary training.","Jaume Casals (Rector of UPF)
José Luis Martí (Vice-Rector for Innovation projects)
Josep Maria Antó (Scientific Director of ISGlobal)","Planetary wellbeing, planetary health, interdisciplinary, Sustainable Developemnt Goals, climate crisis, animal welfare,transdiciplinary, Anthropocene","Universitat Pompeu Fabra,
Barcelona, Spain
",https://www.upf.edu/web/wellbeing#presentacio ,,,benestarplanetari@upf.edu,Active
41,Stockholm Environment Institute (SEI) ,Research Centers & Networks,Europe,Sweden,59.3346781,18.09696317,Planetary Boundaries,Solutions & Politics,1989,"We connect science and decision-making to develop solutions for a sustainable future for all.

Our work spans climate, water, air and land-use issues, governance, the economy, gender and health. Stakeholder involvement is at the heart of our efforts to build capacity, strengthen institutions and equip partners for long-term change.

Our knowledge and findings are accessible to decision-makers and civil society: as our own open access material, in leading academic journals, and repackaged for effective decision support.

To promote debate and share knowledge we convene decision-makers, academics and practitioners and engage with policy processes, development action and business practice worldwide.","Måns Nilsson (Executive Director)
Åsa Persson (Deputy Director)","Planetary boundaries, sustainability, land use, rights-based approach, Earth system, global environmental governance, ","Stockholm Environment Institute,
Linnégatan 87D,
115 23 Stockholm, Sweden
",https://www.sei.org/,,,info-hq@sei.org,Active
42,Governing through Design - University of Applied Sciences and Arts Northwestern Switzerland,Research Centers & Networks,Europe,Switzerland,47.53319468,7.610856673,Planetary Futures,Solutions & Politics,2020,"Governing through Design is a collaborative research project that investigates how design impacts society. We use history and ethnography to develop new narratives of how the practices and epistemologies of design reconceive global politics and everyday lifeworlds, and invest in pedagogies that seek to intervene in contemporary practices of design.

We are an interdisciplinary collective of researchers based at the FHNW Academy of Art and Design, the University of Basel, and Concordia University Montréal, with backgrounds in design history, urban studies, media studies, anthropology, sociology, political science, and science & technology studies.","Claudia Mareis
Orit Halpern
Kenny Cupers","Planetary futures, design, governance, climate change, interdisciplinary, ecology, Global South, indigenous knowledge, ethnography, developmental design, urbanism,  colonialism","Governing through Design,
University of Applied Sciences and Arts Northwestern Switzerland,
Academy of Art and Design,
IXDM
Postfach
4002 Basel,
Switzerland
",https://governingthrough.design/ ,,,,Active
43,Berggruen China Center - Peking University,Research Centers & Networks,Asia,PRC,39.98695509,116.3058819,Planetary Thinking,Solutions & Politics,2018,"Breakthroughs in artificial intelligence and life science have led to the fourth scientific and technological revolution. The Berggruen China Center is a hub for East-West research and dialogue dedicated to the cross-cultural and interdisciplinary study of the transformations affecting humanity. Intellectual themes for researchers and visiting scholars focus on frontier technologies and society—specifically in artificial intelligence, the microbiome, and gene editing as well as issues involving global governance and globalization.","Song Bing (Director)
Jennifer Bourne (Director of Fellowship; Associate Editor of Noema Magazine)
Xiaojiao Li (Associate Director (Communications))
Xinyuan Tian (Senior Program Coordinator)
Xinwei Sun (Program Coordinator)
Jin Young Lim (Program Coordinator)
Mengmeng Ren (Operation Coordinator)
He Li (Chief Chinese Language Content Officer)
Qun Xiang (Office Manager)","Planetary, interdisciplinary, cross-cultural, artificial intelligence, governance, globalisation, geopolitics, digital governance, symbiosis, Cui Ling,anthropology ","Berggruen China Center,
Beijing, 100871, PRC
",https://www.berggruen.org.cn/,,,Chinacenter@berggruen.org,Active
44,PETAL: Planetary Ethics and Artificial Intelligence Lab - Duke Kunshan University Humanities Research Center,Research Centers & Networks,Asia,PRC,31.41615219,120.90142,Planetary Ethics,Solutions & Politics,Unknown,"The lab’s main research question is: what does it mean to be human in an age of artificial intelligence and planetary civilization? This research question arises out of the conviction that traditional humanistic research must be reconfigured to take proper account of the planetary context from which human life has emerged, and to respond to the challenge of artificial intelligence. In one sense, this is an age-old question in the humanities: what is the difference between nature, people, and machines? But this question takes on new significance because of scientific and technological developments that are overturning ordinary conceptions about the uniqueness of human beings.","Daniel Lim (Co-Director)
James Miller (Co-Director)","Planetary ethics, planetary civilization, artificial intelligence, interdisciplinary, astrobiology, Anthropocene, climate change","Humanities Research Center,
Duke Kunshan University,
8 Duke Avenue
Kunshan, Jiangsu
215316 China
",https://sites.duke.edu/dkuhumanities/projects/petal/ ,,,,Active
45,"Sunway Centre for Planetary Health (SCPH) - Sunway University, Kuala Lumpur",Research Centers & Networks,Asia,Malaysia,3.067430541,101.603812,Planetary Health,Habitability & Hospitability,2021,"To advance planetary health through knowledge, engagement and influence. ",Jemilah Mahmood (Executive Director),"Planetary health, climate crisis, sustainability, pandemic, ","Sunway University,
(200401015434 (653937-U))(DU025(B))
No. 5, Jalan Universiti,
Bandar Sunway,
47500 Selangor Darul Ehsan,
Malaysia
",https://university.sunway.edu.my/research/planetaryhealth ,"""+6 (03) 7491 8622""",,info@sunway.edu.my,Active
46,Planetary Health Philippines (PH²),Research Centers & Networks,Asia,Philippines,14.59547559,120.9807291,Planetary Health,Habitability & Hospitability,2021,"Planetary Health Philippines or PH² is a community of Filipino planetary health advocates, scholars, and practitioners for exchanging ideas, forging collaborations, and advancing the new discipline of planetary health – the integrated positive vision for the health of people and the planet – in the Philippines.","Renzo Guinto (Convener)
Marianne K. Bongcac (Head of Secretariat)
Cheska Delos Reyes (Multimedia Consultant)","Planetary health, climate crisis, interdisciplinary, intersectoral, planetary health stewardship, Anthropocene, biodiversity loss, holistic approach","Manila, Philippines",https://planetaryhealth.ph/,,,info@planetaryhealth.ph,Active
47,Planetary and Global Health Programme,Research Centers & Networks,Asia,Philippines,14.62279054,121.0232725,Planetary Health,Habitability & Hospitability,2020,"Planetary health and global health are two related paradigms that underpin today’s health challenges in the Philippines and around the world. Planetary health refers to the integrated vision for the advancement of health of both people and the planet. Global health is a philosophy of health that acknowledges the global interconnectedness of health in the 21st century – its challenges, outcomes, drivers, and solutions. In planetary and global health, our patients are not just individuals, but also communities, countries, global society, and the entire planet.",Ramon Lorenzo Luis (Renzo) R. Guinto (Director),"Planetary health, interdisciplinary, climate change, global health","St. Luke's Medical Center,
Sta. Ignaciana St., Cathedral Heights, Quezon City 1112, Philippines
",https://slmc-cm.edu.ph/academics/global-health/,,,globalhealth@slmc-cm.edu.ph,Active
48,Planet Politics Institute (PPI),Research Centers & Networks,Australia & Oceania,Australia,-35.28014812,149.1300147,Planetary Politics,Solutions & Politics,2020,"The PPI is a virtual institute dedicated to connecting advanced academic research in ecological politics and law to real-world struggles for political change, improved governance, and ecological survival.

We are a community of scholars, lawyers, activists, and citizens committed to advancing the fight against climate change, challenging environmental racism and injustice, supporting indigenous peoples and environmental defenders, exploring new modes of multispecies ethics, and imagining novel constellations of law, politics and governance that can chart just and sustainable futures for all the Earth’s beings.

While we share a commitment to an Earth-centred ethos and environmental justice, as scholars and citizens we like to debate and disagree. Our proposals, writings and causes are offered as spurs for further learning, dialogue and deliberation - a modest step toward a global and ecological parliament of things.","Stefanie Fishel (Principal)
Anthony Burke (Principal)","Planetary, politics, governance, law, virtual, sustainable, ecological, Anthropocene, capitalism, justice, indigenous, Coal Treaty, International Relations, security, biodiversity, Earth system, ecosystem, animal rights, non-human","Planet Politics Institute (PPI)
Canberra, ACT 2602,
Australia",https://www.planetpolitics.org/,,, info@planetpolitics.org,Active
49,New Earth Histories Research Program - University of New South Wales (UNSW Sydney),Research Centers & Networks,Australia & Oceania,Australia,-33.91636017,151.2330773,"Geoscience
Cosmology",Earth System Science,2019,"New Earth Histories brings the history of geosciences and the history of select world cosmologies together. We aim to produce a fresh and cosmopolitan history of environmental sciences, analysing the significance of geological time and multiple cosmologies for global modernity itself.","Alison Bashford (Co - Director)
Jarrod Hore (Co - Director)","Planetary, geology, geoscience, cosmology, tectonic, geosocial, non-Western, Anthropocene, sovereignty, law, ","New Earth Histories Research Program,
Morven Brown Building, Rms 243-247,
University of New South Wales, Australia
",https://www.unsw.edu.au/arts-design-architecture/our-schools/humanities-languages/our-research/centres-networks/new-earth-histories-research-program,,,newearthhistories@unsw.edu.au,Active
50,Anthropocene Transition Network (ATN),Organizations & Associations,Australia & Oceania,Australia,-33.8815886,151.1754113,"Planetary Thinking
 Anthropocene",Solutions & Politics,Unknown,"The Anthropocene Transition Network Inc (ATN), an incorporated non-profit membership association. The ATN runs a program of face-to-face and online workshops, roundtables and public forums dealing with many aspects of living in the Anthropocene and preparing the transition to a future beyond social and environmental breakdown. The ATN runs a networking platform called the Anthropocene Transition Hub.  The Hub is an online community of creative change-makers whose purpose is to promote mutually beneficial ways of relating to the planet and all its life forms – restoring the rich biodiversity of Earth and the best of our human cultural legacies, including the ancient wisdom of enduring indigenous cultures.",Kenneth McLeod,"Anthropocene, climate change, indigenous knowledge, biodiversity, Earth sovereignty, eco-social resilience, eco-mutuality, ","Anthropocene Transition Network
75 Taylor Street
Annandale, NSW 2038,
Australia",https://www.ageoftransition.org/home ,"""+61 421 791 713""",,kjmcleod@gmail.com,Active
51,Children in the Anthropocene,Research Centers & Networks,Australia & Oceania,Australia,-37.73959214,145.0313155,Anthropocene,Solutions & Politics,2017,"The research project Children in the Anthropocene is premised on the import of making kin and being kin. The ‘situatedness’ of being child at this time of the Anthropocene is about recognising we have alway been in relation with kin and how to consider how to reconstitute our ‘ecological community’. That is, as nature, we are human and nonhuman, we are beings in common, entangled, sensing, touching, sharing ecologically our posthumanist selves.",Karen Malone (Director),"Anthropocene, climate change, ecological community, nonhuman, posthumanist","Swinburne, Australia",https://childrenintheanthropocene.com/,,,kmalone@swin.edu.au,Active
52,Blue Mountains Planetary Health Pluriversity - Blue Mountains Planetary Health Initiative,Organizations & Associations,Australia & Oceania,Australia,-33.71242289,150.3117701,Planetary Health,Habitability & Hospitability,Unknown,"The Blue Mountains Planetary Health Pluriversity works in close relationship with Country, and collaboratively with our First Nations, as well as with our diverse local communities, our research partners, visiting thinkers and practitioners, and global communities, to explore creative and innovative ways for us all to learn, to collaborate, and to contribute to restoring Planetary Health now, and for generations to come.

It is part of Blue Mountains City Council’s Planetary Health Initiative.",Not listed,"Planetary health, indigenous knowledge, First Nations, Aboriginal Elders, Darkinjung, Darug, Dharawal, Gundungurra, Wanaruah, Wiradjuri","Blue Mountains,
New South Wales, Australia",https://bmpluriversity.org/,"""0407 437 553""",,planetaryhealth@bmcc.nsw.gov.au,Active
53,Forever Wild,Organizations & Associations,Australia & Oceania,Australia,-16.99475842,145.4222882,Planetary Thinking,Solutions & Politics,2018,"Forever Wild is the world’s first PSI – Planetary Systems Initiative – and has set out to directly tackle the increasing rate of loss of the remaining 23% of intact terrestrial ecosystems – wilderness – and all the outstanding values they hold. Forever Wild is based on a new field of science known as planetary systems science, but also uses localised ecological and social science and practice to drive our programs.",Not listed,"Planetary scale, wilderness, shared earth reserves, wilderness economies, human spirit, biodiversity, One Earth","Forever Wild,
PO Box 175, Mareeba QLD 4880,
Australia
",https://foreverwild.com.au/,""" +61 7 4092 1943""",,enquiries@foreverwild.com.au,Active
54,The Planetary Accounting Network (PAN),Research Centers & Networks,Australia & Oceania,New Zealand,-36.847644,174.871626,Planetary Accounting,Solutions & Politics,2018,"We believe that living well requires a healthy planet. The Planetary Accounting Network, or PAN, works to enable people, businesses and governments to make decisions that will revitalise and sustain our environment using Planetary Accounting, a framework for science-based decision making to respect and stay within the Planetary Boundaries.

We support a broad range of initiatives, such as setting corporate Planetary Science-Based Targets (P-SBTs), creating ""Planetary Facts"" labels for products and services, and developing future visions and roadmaps for cities and regions to operate within the planet's limits.

We also offer a range of training and education support to grow awareness of the Planetary Boundaries and how tools such as Planetary Accounting could help us to operate within these. ","Jorgen Randers (Founding Member)
Will Steffen (Founding Member)
Peter Newman (Founding Member)
Sarah McLaren (Founding Member)
Alessandro Galli (Founding Member)
Paulo Magalhães (Founding Member)
José Viegas (Founding Member)
Orfeu Bertolami (Founding Member)
Christine Eon (Founding Member)
Arjen Hoekstra (Founding Member)","Planetary accounting, planetary boundaries, sustainability, Planetary Science-Based Targets, planetary facts, spatial planning, Earth System, planetary health, biodiversity, planetary quotas","The Planetary Accounting Network (PAN)
Riddell Rd, Glendowie, Auckland 1071, New Zealand",https://www.planetaryaccounting.org/,"""+64 22 6566213""",,info@planetaryaccounting.org,Active
55,Wits Institute for Social and Economic Research (WiSER) - University of the Witwatersrand,Research Centers & Networks,Africa,South Africa,-26.19265688,28.03005235,Humanities / Social Sciences,Solutions & Politics,2001,"WiSER very quickly established itself as the pre-eminent interdisciplinary research institute in the humanities and social sciences in South Africa, and one of the most influential globally. The institute draws on a history of advanced interdisciplinary research at Wits that dates back to the late 1960s, but over the last decade, in particular, it has pursued five main objectives with distinctive energy and enterprise. These are: to foster independent, critical inquiry into the complexities and paradoxes of change in South Africa; to conduct this enquiry by drawing intensively on comparative international research especially from the African continent; to foreground the global theoretical significance of WISER’s research agenda; to combine aesthetic and social scientific analyses; and to provide an institutional space that strengthens the scholarly dialogue between South African researchers and academics in the rest of the world. In all these areas WISER has achieved very significant success. For many years the institute has succeeded in addressing both a local, popular audience interested in the post-Apartheid moment and a large global scholarly network.","Sarah Nutall (Director and Professor)
Keith Breckenridge (Deputy Director and Professor)
Achille Mbembe (Professor)
Pamila Gupta (Professor)
Hlonipha Mokoena (Associate Professor)
Shireen Hassim (Visiting Professor)
Isabel Hofmeyr (Professor)
Richard Rottenburg (Professor)
Jonathan Klaaren (Professor)","Planetary, Anthropocene, interdisciplinary, Apartheid, Africa, digital humanities, oceanic humanities, decolonization, law, porous borders, regionalization, pandemic, spatial, maritime, non-human, seaness, political economy, planetary cartographies, planetary library, colonialism, planetary forests, postcolonial","University of the Witwatersrand,
Private Bag 3,
PO Box Wits,
2050, South Africa
",https://wiser.wits.ac.za/,"""+ 27 11 717 4220""","""+ 27 11 717 4235""",info.wiser@wits.ac.za,Active
56,Planetary Health Eastern Africa Hub,Research Centers & Networks,Africa,Kenya,0.517408244,35.27862287,Planetary Health,Habitability & Hospitability,2020,"Eastern Africa: Acting locally for a healthier planet

The Planetary Health Eastern Africa Hub offers an opportunity to learn and share about planetary health and the planetary health emergency in Eastern Africa. We aim to stimulate regional community building, provide education for transformative action and push for strategic policy-making in the face of the greatest planetary health emergency of our time.","Melvine Otieno (Founder)
Leonard Agan (Public Communication and Community Outreach)
Joseph Maira
Given Moonga
Nyambura Muroki
Twambo Simanga
Laura Jung
Leonie Mac Fehr
Nathalie Nidens","Planetary, health, Anthropocene, pandemic, biodiversity, indigenous, Africa, climate change, inequality, boundaries, healthcare, politics, transformative","Planetary Health Eastern Africa Hub,
C/o Melvine Anyango Otieno,
Founder of Planetary Health Eastern Africa Hub,
3533-30100, Eldoret, Kenya
",https://pheah.org/,,,contact@pheah.org,Active
57,Earth Charter International,Organizations & Associations,South America,Costa Rica,9.918783047,-84.2764497,Planetary Wellbeing,Solutions & Politics,2000,The mission of Earth Charter International is to contribute to the transition to sustainable ways of living on the planet.,"Mirian Vilela (Executive Director)
Alicia Jiménez (Director of Programmes)
Irma Verhoeven (Programme and Partnership Development Manager)
Amanda Bennett (Youth Programme Coordinator)
María Sosa Segnini (Communications and Project Officer)","Planetary wellbeing, sustainability, Earth Charter, soft law, Earth stories","Earth Charter International,
c/o University for Peace,
P.O.Box 138 6100,
San José, Costa Rica
 ",https://earthcharter.org/?doing_wp_cron=1669495029.9458880424499511718750,"""+506 2205 9060""","""+506 2249 1929""",info@earthcharter.org,Active
